Time	position_x	position_y
0.001	4.427	1346.646
0.001	4.428	1346.703
0.001	4.429	1346.760
0.001	4.430	1346.816
0.001	4.431	1346.873
0.001	4.432	1346.929
0.001	4.433	1346.986
0.001	4.434	1347.043
0.001	4.435	1347.099
0.001	4.436	1347.156
0.001	4.437	1347.212
0.001	4.438	1347.269
0.001	4.439	1347.325
0.001	4.440	1347.382
0.001	4.441	1347.438
0.001	4.442	1347.495
0.001	4.443	1347.551
0.001	4.444	1347.607
0.001	4.445	1347.664
0.001	4.446	1347.720
0.001	4.447	1347.777
0.001	4.448	1347.833
0.001	4.449	1347.890
0.001	4.450	1347.946
0.001	4.451	1348.002
0.001	4.452	1348.059
0.001	4.453	1348.115
0.001	4.454	1348.171
0.001	4.455	1348.228
0.001	4.456	1348.284
0.001	4.457	1348.340
0.001	4.458	1348.397
0.001	4.459	1348.453
0.001	4.460	1348.509
0.001	4.461	1348.566
0.001	4.462	1348.622
0.001	4.463	1348.678
0.001	4.464	1348.734
0.001	4.465	1348.791
0.001	4.466	1348.847
0.001	4.467	1348.903
0.001	4.468	1348.959
0.001	4.469	1349.015
0.001	4.470	1349.072
0.001	4.471	1349.128
0.001	4.472	1349.184
0.001	4.473	1349.240
0.001	4.474	1349.296
0.001	4.475	1349.353
0.001	4.476	1349.409
0.001	4.477	1349.465
0.001	4.478	1349.521
0.001	4.479	1349.577
0.001	4.480	1349.633
0.001	4.481	1349.689
0.001	4.482	1349.745
0.001	4.483	1349.801
0.001	4.484	1349.857
0.001	4.485	1349.913
0.001	4.486	1349.969
0.001	4.487	1350.025
0.001	4.488	1350.082
0.001	4.489	1350.138
0.001	4.490	1350.194
0.001	4.491	1350.249
0.001	4.492	1350.305
0.001	4.493	1350.361
0.001	4.494	1350.417
0.001	4.495	1350.473
0.001	4.496	1350.529
0.001	4.497	1350.585
0.001	4.498	1350.641
0.001	4.499	1350.697
0.001	4.500	1350.753
0.001	4.501	1350.809
0.001	4.502	1350.865
0.001	4.503	1350.921
0.001	4.504	1350.976
0.001	4.505	1351.032
0.001	4.506	1351.088
0.001	4.507	1351.144
0.001	4.508	1351.200
0.001	4.509	1351.256
0.001	4.510	1351.311
0.001	4.511	1351.367
0.001	4.512	1351.423
0.001	4.513	1351.479
0.001	4.514	1351.535
0.001	4.515	1351.590
0.001	4.516	1351.646
0.001	4.517	1351.702
0.001	4.518	1351.757
0.001	4.519	1351.813
0.001	4.520	1351.869
0.001	4.521	1351.925
0.001	4.522	1351.980
0.001	4.523	1352.036
0.001	4.524	1352.092
0.001	4.525	1352.147
0.001	4.526	1352.203
0.001	4.527	1352.259
0.001	4.528	1352.314
0.001	4.529	1352.370
0.001	4.530	1352.425
0.001	4.531	1352.481
0.001	4.532	1352.537
0.001	4.533	1352.592
0.001	4.534	1352.648
0.001	4.535	1352.703
0.001	4.536	1352.759
0.001	4.537	1352.814
0.001	4.538	1352.870
0.001	4.539	1352.925
0.001	4.540	1352.981
0.001	4.541	1353.036
0.001	4.542	1353.092
0.001	4.543	1353.147
0.001	4.544	1353.203
0.001	4.545	1353.258
0.001	4.546	1353.314
0.001	4.547	1353.369
0.001	4.548	1353.425
0.001	4.549	1353.480
0.001	4.550	1353.535
0.001	4.551	1353.591
0.001	4.552	1353.646
0.001	4.553	1353.702
0.001	4.554	1353.757
0.001	4.555	1353.812
0.001	4.556	1353.868
0.001	4.557	1353.923
0.001	4.558	1353.978
0.001	4.559	1354.034
0.001	4.560	1354.089
0.001	4.561	1354.144
0.001	4.562	1354.200
0.001	4.563	1354.255
0.001	4.564	1354.310
0.001	4.565	1354.365
0.001	4.566	1354.421
0.001	4.567	1354.476
0.001	4.568	1354.531
0.001	4.569	1354.586
0.001	4.570	1354.642
0.001	4.571	1354.697
0.001	4.572	1354.752
0.001	4.573	1354.807
0.001	4.574	1354.862
0.001	4.575	1354.918
0.001	4.576	1354.973
0.001	4.577	1355.028
0.001	4.578	1355.083
0.001	4.579	1355.138
0.001	4.580	1355.193
0.001	4.581	1355.248
0.001	4.582	1355.303
0.001	4.583	1355.358
0.001	4.584	1355.414
0.001	4.585	1355.469
0.001	4.586	1355.524
0.001	4.587	1355.579
0.001	4.588	1355.634
0.001	4.589	1355.689
0.001	4.590	1355.744
0.001	4.591	1355.799
0.001	4.592	1355.854
0.001	4.593	1355.909
0.001	4.594	1355.964
0.001	4.595	1356.019
0.001	4.596	1356.074
0.001	4.597	1356.129
0.001	4.598	1356.184
0.001	4.599	1356.239
0.001	4.600	1356.293
0.001	4.601	1356.348
0.001	4.602	1356.403
0.001	4.603	1356.458
0.001	4.604	1356.513
0.001	4.605	1356.568
0.001	4.606	1356.623
0.001	4.607	1356.678
0.001	4.608	1356.732
0.001	4.609	1356.787
0.001	4.610	1356.842
0.001	4.611	1356.897
0.001	4.612	1356.952
0.001	4.613	1357.007
0.001	4.614	1357.061
0.001	4.615	1357.116
0.001	4.616	1357.171
0.001	4.617	1357.226
0.001	4.618	1357.280
0.001	4.619	1357.335
0.001	4.620	1357.390
0.001	4.621	1357.445
0.001	4.622	1357.499
0.001	4.623	1357.554
0.001	4.624	1357.609
0.001	4.625	1357.663
0.001	4.626	1357.718
0.001	4.627	1357.773
0.001	4.628	1357.827
0.001	4.629	1357.882
0.001	4.630	1357.937
0.001	4.631	1357.991
0.001	4.632	1358.046
0.001	4.633	1358.100
0.001	4.634	1358.155
0.001	4.635	1358.209
0.001	4.636	1358.264
0.001	4.637	1358.319
0.001	4.638	1358.373
0.001	4.639	1358.428
0.001	4.640	1358.482
0.001	4.641	1358.537
0.001	4.642	1358.591
0.001	4.643	1358.646
0.001	4.644	1358.700
0.001	4.645	1358.755
0.001	4.646	1358.809
0.001	4.647	1358.864
0.001	4.648	1358.918
0.001	4.649	1358.973
0.001	4.650	1359.027
0.001	4.651	1359.081
0.001	4.652	1359.136
0.001	4.653	1359.190
0.001	4.654	1359.245
0.001	4.655	1359.299
0.001	4.656	1359.353
0.001	4.657	1359.408
0.001	4.658	1359.462
0.001	4.659	1359.516
0.001	4.660	1359.571
0.001	4.661	1359.625
0.001	4.662	1359.679
0.001	4.663	1359.734
0.001	4.664	1359.788
0.001	4.665	1359.842
0.001	4.666	1359.897
0.001	4.667	1359.951
0.001	4.668	1360.005
0.001	4.669	1360.059
0.001	4.670	1360.114
0.001	4.671	1360.168
0.001	4.672	1360.222
0.001	4.673	1360.276
0.001	4.674	1360.330
0.001	4.675	1360.385
0.001	4.676	1360.439
0.001	4.677	1360.493
0.001	4.678	1360.547
0.001	4.679	1360.601
0.001	4.680	1360.655
0.001	4.681	1360.709
0.001	4.682	1360.764
0.001	4.683	1360.818
0.001	4.684	1360.872
0.001	4.685	1360.926
0.001	4.686	1360.980
0.001	4.687	1361.034
0.001	4.688	1361.088
0.001	4.689	1361.142
0.001	4.690	1361.196
0.001	4.691	1361.250
0.001	4.692	1361.304
0.001	4.693	1361.358
0.001	4.694	1361.412
0.001	4.695	1361.466
0.001	4.696	1361.520
0.001	4.697	1361.574
0.001	4.698	1361.628
0.001	4.699	1361.682
0.001	4.700	1361.736
0.001	4.701	1361.790
0.001	4.702	1361.844
0.001	4.703	1361.898
0.001	4.704	1361.952
0.001	4.705	1362.006
0.001	4.706	1362.059
0.001	4.707	1362.113
0.001	4.708	1362.167
0.001	4.709	1362.221
0.001	4.710	1362.275
0.001	4.711	1362.329
0.001	4.712	1362.382
0.001	4.713	1362.436
0.001	4.714	1362.490
0.001	4.715	1362.544
0.001	4.716	1362.598
0.001	4.717	1362.651
0.001	4.718	1362.705
0.001	4.719	1362.759
0.001	4.720	1362.813
0.001	4.721	1362.866
0.001	4.722	1362.920
0.001	4.723	1362.974
0.001	4.724	1363.028
0.001	4.725	1363.081
0.001	4.726	1363.135
0.001	4.727	1363.189
0.001	4.728	1363.242
0.001	4.729	1363.296
0.001	4.730	1363.350
0.001	4.731	1363.403
0.001	4.732	1363.457
0.001	4.733	1363.510
0.001	4.734	1363.564
0.001	4.735	1363.618
0.001	4.736	1363.671
0.001	4.737	1363.725
0.001	4.738	1363.778
0.001	4.739	1363.832
0.001	4.740	1363.886
0.001	4.741	1363.939
0.001	4.742	1363.993
0.001	4.743	1364.046
0.001	4.744	1364.100
0.001	4.745	1364.153
0.001	4.746	1364.207
0.001	4.747	1364.260
0.001	4.748	1364.314
0.001	4.749	1364.367
0.001	4.750	1364.420
0.001	4.751	1364.474
0.001	4.752	1364.527
0.001	4.753	1364.581
0.001	4.754	1364.634
0.001	4.755	1364.688
0.001	4.756	1364.741
0.001	4.757	1364.794
0.001	4.758	1364.848
0.001	4.759	1364.901
0.001	4.760	1364.954
0.001	4.761	1365.008
0.001	4.762	1365.061
0.001	4.763	1365.114
0.001	4.764	1365.168
0.001	4.765	1365.221
0.001	4.766	1365.274
0.001	4.767	1365.328
0.001	4.768	1365.381
0.001	4.769	1365.434
0.001	4.770	1365.487
0.001	4.771	1365.541
0.001	4.772	1365.594
0.001	4.773	1365.647
0.001	4.774	1365.700
0.001	4.775	1365.754
0.001	4.776	1365.807
0.001	4.777	1365.860
0.001	4.778	1365.913
0.001	4.779	1365.966
0.001	4.780	1366.019
0.001	4.781	1366.073
0.001	4.782	1366.126
0.001	4.783	1366.179
0.001	4.784	1366.232
0.001	4.785	1366.285
0.001	4.786	1366.338
0.001	4.787	1366.391
0.001	4.788	1366.444
0.001	4.789	1366.497
0.001	4.790	1366.550
0.001	4.791	1366.603
0.001	4.792	1366.657
0.001	4.793	1366.710
0.001	4.794	1366.763
0.001	4.795	1366.816
0.001	4.796	1366.869
0.001	4.797	1366.922
0.001	4.798	1366.975
0.001	4.799	1367.028
0.001	4.800	1367.080
0.001	4.801	1367.133
0.001	4.802	1367.186
0.001	4.803	1367.239
0.001	4.804	1367.292
0.001	4.805	1367.345
0.001	4.806	1367.398
0.001	4.807	1367.451
0.001	4.808	1367.504
0.001	4.809	1367.557
0.001	4.810	1367.610
0.001	4.811	1367.662
0.001	4.812	1367.715
0.001	4.813	1367.768
0.001	4.814	1367.821
0.001	4.815	1367.874
0.001	4.816	1367.927
0.001	4.817	1367.979
0.001	4.818	1368.032
0.001	4.819	1368.085
0.001	4.820	1368.138
0.001	4.821	1368.190
0.001	4.822	1368.243
0.001	4.823	1368.296
0.001	4.824	1368.349
0.001	4.825	1368.401
0.001	4.826	1368.454
0.001	4.827	1368.507
0.001	4.828	1368.559
0.001	4.829	1368.612
0.001	4.830	1368.665
0.001	4.831	1368.717
0.001	4.832	1368.770
0.001	4.833	1368.823
0.001	4.834	1368.875
0.001	4.835	1368.928
0.001	4.836	1368.981
0.001	4.837	1369.033
0.001	4.838	1369.086
0.001	4.839	1369.138
0.001	4.840	1369.191
0.001	4.841	1369.243
0.001	4.842	1369.296
0.001	4.843	1369.348
0.001	4.844	1369.401
0.001	4.845	1369.454
0.001	4.846	1369.506
0.001	4.847	1369.559
0.001	4.848	1369.611
0.001	4.849	1369.664
0.001	4.850	1369.716
0.001	4.851	1369.768
0.001	4.852	1369.821
0.001	4.853	1369.873
0.001	4.854	1369.926
0.001	4.855	1369.978
0.001	4.856	1370.031
0.001	4.857	1370.083
0.001	4.858	1370.135
0.001	4.859	1370.188
0.001	4.860	1370.240
0.001	4.861	1370.293
0.001	4.862	1370.345
0.001	4.863	1370.397
0.001	4.864	1370.450
0.001	4.865	1370.502
0.001	4.866	1370.554
0.001	4.867	1370.606
0.001	4.868	1370.659
0.001	4.869	1370.711
0.001	4.870	1370.763
0.001	4.871	1370.816
0.001	4.872	1370.868
0.001	4.873	1370.920
0.001	4.874	1370.972
0.001	4.875	1371.025
0.001	4.876	1371.077
0.001	4.877	1371.129
0.001	4.878	1371.181
0.001	4.879	1371.233
0.001	4.880	1371.286
0.001	4.881	1371.338
0.001	4.882	1371.390
0.001	4.883	1371.442
0.001	4.884	1371.494
0.001	4.885	1371.546
0.001	4.886	1371.598
0.001	4.887	1371.650
0.001	4.888	1371.703
0.001	4.889	1371.755
0.001	4.890	1371.807
0.001	4.891	1371.859
0.001	4.892	1371.911
0.001	4.893	1371.963
0.001	4.894	1372.015
0.001	4.895	1372.067
0.001	4.896	1372.119
0.001	4.897	1372.171
0.001	4.898	1372.223
0.001	4.899	1372.275
0.001	4.900	1372.327
0.001	4.901	1372.379
0.001	4.902	1372.431
0.001	4.903	1372.483
0.001	4.904	1372.535
0.001	4.905	1372.587
0.001	4.906	1372.639
0.001	4.907	1372.691
0.001	4.908	1372.742
0.001	4.909	1372.794
0.001	4.910	1372.846
0.001	4.911	1372.898
0.001	4.912	1372.950
0.001	4.913	1373.002
0.001	4.914	1373.054
0.001	4.915	1373.106
0.001	4.916	1373.157
0.001	4.917	1373.209
0.001	4.918	1373.261
0.001	4.919	1373.313
0.001	4.920	1373.365
0.001	4.921	1373.416
0.001	4.922	1373.468
0.001	4.923	1373.520
0.001	4.924	1373.572
0.001	4.925	1373.623
0.001	4.926	1373.675
0.001	4.927	1373.727
0.001	4.928	1373.778
0.001	4.929	1373.830
0.001	4.930	1373.882
0.001	4.931	1373.934
0.001	4.932	1373.985
0.001	4.933	1374.037
0.001	4.934	1374.088
0.001	4.935	1374.140
0.001	4.936	1374.192
0.001	4.937	1374.243
0.001	4.938	1374.295
0.001	4.939	1374.347
0.001	4.940	1374.398
0.001	4.941	1374.450
0.001	4.942	1374.501
0.001	4.943	1374.553
0.001	4.944	1374.604
0.001	4.945	1374.656
0.001	4.946	1374.707
0.001	4.947	1374.759
0.001	4.948	1374.811
0.001	4.949	1374.862
0.001	4.950	1374.913
0.001	4.951	1374.965
0.001	4.952	1375.016
0.001	4.953	1375.068
0.001	4.954	1375.119
0.001	4.955	1375.171
0.001	4.956	1375.222
0.001	4.957	1375.274
0.001	4.958	1375.325
0.001	4.959	1375.376
0.001	4.960	1375.428
0.001	4.961	1375.479
0.001	4.962	1375.531
0.001	4.963	1375.582
0.001	4.964	1375.633
0.001	4.965	1375.685
0.001	4.966	1375.736
0.001	4.967	1375.787
0.001	4.968	1375.839
0.001	4.969	1375.890
0.001	4.970	1375.941
0.001	4.971	1375.993
0.001	4.972	1376.044
0.001	4.973	1376.095
0.001	4.974	1376.146
0.001	4.975	1376.198
0.001	4.976	1376.249
0.001	4.977	1376.300
0.001	4.978	1376.351
0.001	4.979	1376.402
0.001	4.980	1376.454
0.001	4.981	1376.505
0.001	4.982	1376.556
0.001	4.983	1376.607
0.001	4.984	1376.658
0.001	4.985	1376.709
0.001	4.986	1376.761
0.001	4.987	1376.812
0.001	4.988	1376.863
0.001	4.989	1376.914
0.001	4.990	1376.965
0.001	4.991	1377.016
0.001	4.992	1377.067
0.001	4.993	1377.118
0.001	4.994	1377.169
0.001	4.995	1377.220
0.001	4.996	1377.271
0.001	4.997	1377.322
0.001	4.998	1377.373
0.001	4.999	1377.425
0.001	5.000	1377.476
0.001	5.001	1377.526
0.001	5.002	1377.577
0.001	5.003	1377.628
0.001	5.004	1377.679
0.001	5.005	1377.730
0.001	5.006	1377.781
0.001	5.007	1377.832
0.001	5.008	1377.883
0.001	5.009	1377.934
0.001	5.010	1377.985
0.001	5.011	1378.036
0.001	5.012	1378.087
0.001	5.013	1378.138
0.001	5.014	1378.188
0.001	5.015	1378.239
0.001	5.016	1378.290
0.001	5.017	1378.341
0.001	5.018	1378.392
0.001	5.019	1378.443
0.001	5.020	1378.493
0.001	5.021	1378.544
0.001	5.022	1378.595
0.001	5.023	1378.646
0.001	5.024	1378.697
0.001	5.025	1378.747
0.001	5.026	1378.798
0.001	5.027	1378.849
0.001	5.028	1378.900
0.001	5.029	1378.950
0.001	5.030	1379.001
0.001	5.031	1379.052
0.001	5.032	1379.102
0.001	5.033	1379.153
0.001	5.034	1379.204
0.001	5.035	1379.254
0.001	5.036	1379.305
0.001	5.037	1379.356
0.001	5.038	1379.406
0.001	5.039	1379.457
0.001	5.040	1379.507
0.001	5.041	1379.558
0.001	5.042	1379.609
0.001	5.043	1379.659
0.001	5.044	1379.710
0.001	5.045	1379.760
0.001	5.046	1379.811
0.001	5.047	1379.861
0.001	5.048	1379.912
0.001	5.049	1379.962
0.001	5.050	1380.013
0.001	5.051	1380.064
0.001	5.052	1380.114
0.001	5.053	1380.164
0.001	5.054	1380.215
0.001	5.055	1380.265
0.001	5.056	1380.316
0.001	5.057	1380.366
0.001	5.058	1380.417
0.001	5.059	1380.467
0.001	5.060	1380.518
0.001	5.061	1380.568
0.001	5.062	1380.618
0.001	5.063	1380.669
0.001	5.064	1380.719
0.001	5.065	1380.769
0.001	5.066	1380.820
0.001	5.067	1380.870
0.001	5.068	1380.921
0.001	5.069	1380.971
0.001	5.070	1381.021
0.001	5.071	1381.071
0.001	5.072	1381.122
0.001	5.073	1381.172
0.001	5.074	1381.222
0.001	5.075	1381.273
0.001	5.076	1381.323
0.001	5.077	1381.373
0.001	5.078	1381.423
0.001	5.079	1381.474
0.001	5.080	1381.524
0.001	5.081	1381.574
0.001	5.082	1381.624
0.001	5.083	1381.674
0.001	5.084	1381.725
0.001	5.085	1381.775
0.001	5.086	1381.825
0.001	5.087	1381.875
0.001	5.088	1381.925
0.001	5.089	1381.975
0.001	5.090	1382.025
0.001	5.091	1382.075
0.001	5.092	1382.126
0.001	5.093	1382.176
0.001	5.094	1382.226
0.001	5.095	1382.276
0.001	5.096	1382.326
0.001	5.097	1382.376
0.001	5.098	1382.426
0.001	5.099	1382.476
0.001	5.100	1382.526
0.001	5.101	1382.576
0.001	5.102	1382.626
0.001	5.103	1382.676
0.001	5.104	1382.726
0.001	5.105	1382.776
0.001	5.106	1382.826
0.001	5.107	1382.876
0.001	5.108	1382.926
0.001	5.109	1382.976
0.001	5.110	1383.026
0.001	5.111	1383.076
0.001	5.112	1383.125
0.001	5.113	1383.175
0.001	5.114	1383.225
0.001	5.115	1383.275
0.001	5.116	1383.325
0.001	5.117	1383.375
0.001	5.118	1383.425
0.001	5.119	1383.475
0.001	5.120	1383.524
0.001	5.121	1383.574
0.001	5.122	1383.624
0.001	5.123	1383.674
0.001	5.124	1383.724
0.001	5.125	1383.773
0.001	5.126	1383.823
0.001	5.127	1383.873
0.001	5.128	1383.923
0.001	5.129	1383.972
0.001	5.130	1384.022
0.001	5.131	1384.072
0.001	5.132	1384.121
0.001	5.133	1384.171
0.001	5.134	1384.221
0.001	5.135	1384.271
0.001	5.136	1384.320
0.001	5.137	1384.370
0.001	5.138	1384.420
0.001	5.139	1384.469
0.001	5.140	1384.519
0.001	5.141	1384.568
0.001	5.142	1384.618
0.001	5.143	1384.668
0.001	5.144	1384.717
0.001	5.145	1384.767
0.001	5.146	1384.816
0.001	5.147	1384.866
0.001	5.148	1384.915
0.001	5.149	1384.965
0.001	5.150	1385.015
0.001	5.151	1385.064
0.001	5.152	1385.114
0.001	5.153	1385.163
0.001	5.154	1385.213
0.001	5.155	1385.262
0.001	5.156	1385.311
0.001	5.157	1385.361
0.001	5.158	1385.410
0.001	5.159	1385.460
0.001	5.160	1385.509
0.001	5.161	1385.559
0.001	5.162	1385.608
0.001	5.163	1385.658
0.001	5.164	1385.707
0.001	5.165	1385.756
0.001	5.166	1385.806
0.001	5.167	1385.855
0.001	5.168	1385.904
0.001	5.169	1385.954
0.001	5.170	1386.003
0.001	5.171	1386.052
0.001	5.172	1386.102
0.001	5.173	1386.151
0.001	5.174	1386.200
0.001	5.175	1386.250
0.001	5.176	1386.299
0.001	5.177	1386.348
0.001	5.178	1386.397
0.001	5.179	1386.447
0.001	5.180	1386.496
0.001	5.181	1386.545
0.001	5.182	1386.594
0.001	5.183	1386.644
0.001	5.184	1386.693
0.001	5.185	1386.742
0.001	5.186	1386.791
0.001	5.187	1386.840
0.001	5.188	1386.889
0.001	5.189	1386.939
0.001	5.190	1386.988
0.001	5.191	1387.037
0.001	5.192	1387.086
0.001	5.193	1387.135
0.001	5.194	1387.184
0.001	5.195	1387.233
0.001	5.196	1387.282
0.001	5.197	1387.331
0.001	5.198	1387.380
0.001	5.199	1387.429
0.001	5.200	1387.479
0.001	5.201	1387.528
0.001	5.202	1387.577
0.001	5.203	1387.626
0.001	5.204	1387.675
0.001	5.205	1387.724
0.001	5.206	1387.773
0.001	5.207	1387.822
0.001	5.208	1387.870
0.001	5.209	1387.919
0.001	5.210	1387.968
0.001	5.211	1388.017
0.001	5.212	1388.066
0.001	5.213	1388.115
0.001	5.214	1388.164
0.001	5.215	1388.213
0.001	5.216	1388.262
0.001	5.217	1388.311
0.001	5.218	1388.360
0.001	5.219	1388.408
0.001	5.220	1388.457
0.001	5.221	1388.506
0.001	5.222	1388.555
0.001	5.223	1388.604
0.001	5.224	1388.653
0.001	5.225	1388.701
0.001	5.226	1388.750
0.001	5.227	1388.799
0.001	5.228	1388.848
0.001	5.229	1388.896
0.001	5.230	1388.945
0.001	5.231	1388.994
0.001	5.232	1389.043
0.001	5.233	1389.091
0.001	5.234	1389.140
0.001	5.235	1389.189
0.001	5.236	1389.237
0.001	5.237	1389.286
0.001	5.238	1389.335
0.001	5.239	1389.383
0.001	5.240	1389.432
0.001	5.241	1389.481
0.001	5.242	1389.529
0.001	5.243	1389.578
0.001	5.244	1389.627
0.001	5.245	1389.675
0.001	5.246	1389.724
0.001	5.247	1389.772
0.001	5.248	1389.821
0.001	5.249	1389.869
0.001	5.250	1389.918
0.001	5.251	1389.967
0.001	5.252	1390.015
0.001	5.253	1390.064
0.001	5.254	1390.112
0.001	5.255	1390.161
0.001	5.256	1390.209
0.001	5.257	1390.258
0.001	5.258	1390.306
0.001	5.259	1390.355
0.001	5.260	1390.403
0.001	5.261	1390.451
0.001	5.262	1390.500
0.001	5.263	1390.548
0.001	5.264	1390.597
0.001	5.265	1390.645
0.001	5.266	1390.693
0.001	5.267	1390.742
0.001	5.268	1390.790
0.001	5.269	1390.839
0.001	5.270	1390.887
0.001	5.271	1390.935
0.001	5.272	1390.984
0.001	5.273	1391.032
0.001	5.274	1391.080
0.001	5.275	1391.129
0.001	5.276	1391.177
0.001	5.277	1391.225
0.001	5.278	1391.273
0.001	5.279	1391.322
0.001	5.280	1391.370
0.001	5.281	1391.418
0.001	5.282	1391.466
0.001	5.283	1391.515
0.001	5.284	1391.563
0.001	5.285	1391.611
0.001	5.286	1391.659
0.001	5.287	1391.707
0.001	5.288	1391.756
0.001	5.289	1391.804
0.001	5.290	1391.852
0.001	5.291	1391.900
0.001	5.292	1391.948
0.001	5.293	1391.996
0.001	5.294	1392.045
0.001	5.295	1392.093
0.001	5.296	1392.141
0.001	5.297	1392.189
0.001	5.298	1392.237
0.001	5.299	1392.285
0.001	5.300	1392.333
0.001	5.301	1392.381
0.001	5.302	1392.429
0.001	5.303	1392.477
0.001	5.304	1392.525
0.001	5.305	1392.573
0.001	5.306	1392.621
0.001	5.307	1392.669
0.001	5.308	1392.717
0.001	5.309	1392.765
0.001	5.310	1392.813
0.001	5.311	1392.861
0.001	5.312	1392.909
0.001	5.313	1392.957
0.001	5.314	1393.005
0.001	5.315	1393.053
0.001	5.316	1393.101
0.001	5.317	1393.149
0.001	5.318	1393.196
0.001	5.319	1393.244
0.001	5.320	1393.292
0.001	5.321	1393.340
0.001	5.322	1393.388
0.001	5.323	1393.436
0.001	5.324	1393.484
0.001	5.325	1393.531
0.001	5.326	1393.579
0.001	5.327	1393.627
0.001	5.328	1393.675
0.001	5.329	1393.723
0.001	5.330	1393.770
0.001	5.331	1393.818
0.001	5.332	1393.866
0.001	5.333	1393.914
0.001	5.334	1393.961
0.001	5.335	1394.009
0.001	5.336	1394.057
0.001	5.337	1394.104
0.001	5.338	1394.152
0.001	5.339	1394.200
0.001	5.340	1394.247
0.001	5.341	1394.295
0.001	5.342	1394.343
0.001	5.343	1394.390
0.001	5.344	1394.438
0.001	5.345	1394.486
0.001	5.346	1394.533
0.001	5.347	1394.581
0.001	5.348	1394.628
0.001	5.349	1394.676
0.001	5.350	1394.724
0.001	5.351	1394.771
0.001	5.352	1394.819
0.001	5.353	1394.866
0.001	5.354	1394.914
0.001	5.355	1394.961
0.001	5.356	1395.009
0.001	5.357	1395.056
0.001	5.358	1395.104
0.001	5.359	1395.151
0.001	5.360	1395.199
0.001	5.361	1395.246
0.001	5.362	1395.294
0.001	5.363	1395.341
0.001	5.364	1395.388
0.001	5.365	1395.436
0.001	5.366	1395.483
0.001	5.367	1395.531
0.001	5.368	1395.578
0.001	5.369	1395.626
0.001	5.370	1395.673
0.001	5.371	1395.720
0.001	5.372	1395.768
0.001	5.373	1395.815
0.001	5.374	1395.862
0.001	5.375	1395.910
0.001	5.376	1395.957
0.001	5.377	1396.004
0.001	5.378	1396.052
0.001	5.379	1396.099
0.001	5.380	1396.146
0.001	5.381	1396.193
0.001	5.382	1396.241
0.001	5.383	1396.288
0.001	5.384	1396.335
0.001	5.385	1396.382
0.001	5.386	1396.430
0.001	5.387	1396.477
0.001	5.388	1396.524
0.001	5.389	1396.571
0.001	5.390	1396.618
0.001	5.391	1396.665
0.001	5.392	1396.713
0.001	5.393	1396.760
0.001	5.394	1396.807
0.001	5.395	1396.854
0.001	5.396	1396.901
0.001	5.397	1396.948
0.001	5.398	1396.995
0.001	5.399	1397.042
0.001	5.400	1397.090
0.001	5.401	1397.137
0.001	5.402	1397.184
0.001	5.403	1397.231
0.001	5.404	1397.278
0.001	5.405	1397.325
0.001	5.406	1397.372
0.001	5.407	1397.419
0.001	5.408	1397.466
0.001	5.409	1397.513
0.001	5.410	1397.560
0.001	5.411	1397.607
0.001	5.412	1397.654
0.001	5.413	1397.701
0.001	5.414	1397.748
0.001	5.415	1397.795
0.001	5.416	1397.841
0.001	5.417	1397.888
0.001	5.418	1397.935
0.001	5.419	1397.982
0.001	5.420	1398.029
0.001	5.421	1398.076
0.001	5.422	1398.123
0.001	5.423	1398.170
0.001	5.424	1398.217
0.001	5.425	1398.263
0.001	5.426	1398.310
0.001	5.427	1398.357
0.001	5.428	1398.404
0.001	5.429	1398.451
0.001	5.430	1398.497
0.001	5.431	1398.544
0.001	5.432	1398.591
0.001	5.433	1398.638
0.001	5.434	1398.684
0.001	5.435	1398.731
0.001	5.436	1398.778
0.001	5.437	1398.825
0.001	5.438	1398.871
0.001	5.439	1398.918
0.001	5.440	1398.965
0.001	5.441	1399.011
0.001	5.442	1399.058
0.001	5.443	1399.105
0.001	5.444	1399.151
0.001	5.445	1399.198
0.001	5.446	1399.245
0.001	5.447	1399.291
0.001	5.448	1399.338
0.001	5.449	1399.384
0.001	5.450	1399.431
0.001	5.451	1399.478
0.001	5.452	1399.524
0.001	5.453	1399.571
0.001	5.454	1399.617
0.001	5.455	1399.664
0.001	5.456	1399.710
0.001	5.457	1399.757
0.001	5.458	1399.803
0.001	5.459	1399.850
0.001	5.460	1399.896
0.001	5.461	1399.943
0.001	5.462	1399.989
0.001	5.463	1400.036
0.001	5.464	1400.082
0.001	5.465	1400.129
0.001	5.466	1400.175
0.001	5.467	1400.222
0.001	5.468	1400.268
0.001	5.469	1400.314
0.001	5.470	1400.361
0.001	5.471	1400.407
0.001	5.472	1400.454
0.001	5.473	1400.500
0.001	5.474	1400.546
0.001	5.475	1400.593
0.001	5.476	1400.639
0.001	5.477	1400.685
0.001	5.478	1400.732
0.001	5.479	1400.778
0.001	5.480	1400.824
0.001	5.481	1400.870
0.001	5.482	1400.917
0.001	5.483	1400.963
0.001	5.484	1401.009
0.001	5.485	1401.056
0.001	5.486	1401.102
0.001	5.487	1401.148
0.001	5.488	1401.194
0.001	5.489	1401.240
0.001	5.490	1401.287
0.001	5.491	1401.333
0.001	5.492	1401.379
0.001	5.493	1401.425
0.001	5.494	1401.471
0.001	5.495	1401.517
0.001	5.496	1401.564
0.001	5.497	1401.610
0.001	5.498	1401.656
0.001	5.499	1401.702
0.001	5.500	1401.748
0.001	5.501	1401.794
0.001	5.502	1401.840
